"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Influenza","Influenza activity","Intensity","-","2016-W04","BG","Bulgaria",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W04","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W04","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W04","DE","Germany",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W04","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W04","EE","Estonia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W04","EL","Greece",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W04","ES","Spain",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W04","FI","Finland",5.000000000,"Very high"
"Influenza","Influenza activity","Intensity","-","2016-W04","FR","France",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W04","HR","Croatia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W04","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W04","IE","Ireland",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W04","IS","Iceland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W04","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W04","LT","Lithuania",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W04","LU","Luxembourg",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W04","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W04","MT","Malta",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W04","NL","Netherlands",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W04","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W04","PL","Poland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W04","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W04","RO","Romania",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W04","SE","Sweden",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W04","SI","Slovenia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W04","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W05","AT","Austria",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","BE","Belgium",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","BG","Bulgaria",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W05","CZ","Czechia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","DE","Germany",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W05","EE","Estonia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","EL","Greece",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W05","ES","Spain",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","FI","Finland",5.000000000,"Very high"
"Influenza","Influenza activity","Intensity","-","2016-W05","FR","France",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","HR","Croatia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W05","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W05","IE","Ireland",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W05","IS","Iceland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W05","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W05","LU","Luxembourg",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","LV","Latvia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","MT","Malta",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","NL","Netherlands",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W05","PL","Poland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W05","RO","Romania",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","SE","Sweden",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","SI","Slovenia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W05","SK","Slovakia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","AT","Austria",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W06","BG","Bulgaria",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W06","CZ","Czechia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","DE","Germany",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","DK","Denmark",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","EE","Estonia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","EL","Greece",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W06","ES","Spain",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","FI","Finland",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W06","FR","France",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","HR","Croatia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W06","IE","Ireland",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W06","IS","Iceland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W06","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W06","LU","Luxembourg",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","LV","Latvia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","MT","Malta",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","NL","Netherlands",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","NO","Norway",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","PL","Poland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W06","RO","Romania",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","SE","Sweden",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","SI","Slovenia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W06","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W07","AT","Austria",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","BE","Belgium",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","BG","Bulgaria",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W07","CZ","Czechia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","DE","Germany",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","DK","Denmark",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","EE","Estonia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","EL","Greece",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W07","ES","Spain",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","FI","Finland",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W07","FR","France",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","HR","Croatia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","HU","Hungary",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","IE","Ireland",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W07","IS","Iceland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W07","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W07","LU","Luxembourg",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","LV","Latvia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","MT","Malta",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","NL","Netherlands",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","NO","Norway",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","PL","Poland",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W07","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W07","RO","Romania",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","SE","Sweden",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","SI","Slovenia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W07","SK","Slovakia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","AT","Austria",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","BE","Belgium",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","BG","Bulgaria",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W08","CZ","Czechia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","DE","Germany",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","DK","Denmark",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W08","EL","Greece",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","ES","Spain",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","FI","Finland",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W08","FR","France",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","HR","Croatia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","HU","Hungary",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","IE","Ireland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","IS","Iceland",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W08","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W08","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W08","LU","Luxembourg",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W08","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W08","MT","Malta",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","NL","Netherlands",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","NO","Norway",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","PL","Poland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W08","RO","Romania",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","SE","Sweden",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","SI","Slovenia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W08","SK","Slovakia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","AT","Austria",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","BE","Belgium",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W09","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W09","CZ","Czechia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","DE","Germany",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","DK","Denmark",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W09","EL","Greece",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","ES","Spain",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","FI","Finland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","FR","France",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","HR","Croatia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","HU","Hungary",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","IE","Ireland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","IS","Iceland",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W09","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W09","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W09","LU","Luxembourg",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W09","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W09","MT","Malta",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","NL","Netherlands",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","NO","Norway",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","PL","Poland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W09","RO","Romania",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","SE","Sweden",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","SI","Slovenia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W09","SK","Slovakia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","AT","Austria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W10","BE","Belgium",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W10","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W10","CZ","Czechia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","DE","Germany",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","DK","Denmark",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W10","EL","Greece",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W10","ES","Spain",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","FI","Finland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","FR","France",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","HR","Croatia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W10","IE","Ireland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","IS","Iceland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W10","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W10","LU","Luxembourg",4.000000000,"High"
"Influenza","Influenza activity","Intensity","-","2016-W10","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W10","MT","Malta",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","NL","Netherlands",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W10","PL","Poland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W10","RO","Romania",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","SE","Sweden",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","SI","Slovenia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W10","SK","Slovakia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","AT","Austria",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","BE","Belgium",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W11","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W11","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W11","DE","Germany",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","DK","Denmark",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W11","EL","Greece",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","ES","Spain",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","FI","Finland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","FR","France",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","HR","Croatia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W11","IE","Ireland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","IS","Iceland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W11","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W11","LU","Luxembourg",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W11","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W11","NL","Netherlands",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W11","PL","Poland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W11","RO","Romania",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","SE","Sweden",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","SI","Slovenia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W11","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","AT","Austria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","DE","Germany",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W12","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","EL","Greece",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W12","ES","Spain",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W12","FI","Finland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W12","FR","France",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W12","HR","Croatia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W12","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","IE","Ireland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","IS","Iceland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W12","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","LU","Luxembourg",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W12","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","NL","Netherlands",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","PL","Poland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W12","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","RO","Romania",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W12","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","SI","Slovenia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W12","SK","Slovakia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W13","AT","Austria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","DE","Germany",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W13","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","EL","Greece",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","ES","Spain",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W13","FI","Finland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W13","FR","France",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W13","HR","Croatia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W13","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","IE","Ireland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","IS","Iceland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W13","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","LU","Luxembourg",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W13","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","NL","Netherlands",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","PL","Poland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W13","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","RO","Romania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","SI","Slovenia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W13","SK","Slovakia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W14","AT","Austria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","DE","Germany",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","EL","Greece",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","ES","Spain",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","FI","Finland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","FR","France",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W14","HR","Croatia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2016-W14","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","IE","Ireland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","IS","Iceland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2016-W14","LU","Luxembourg",2.000000000,"Low"
