textbox22,Textbox9
generated on 13/04/2021 00:54:33 UTC,Data from: All sites

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,9,2018-02-26,2018-03-04,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,10,2018-03-05,2018-03-11,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,11,2018-03-12,2018-03-18,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,12,2018-03-19,2018-03-25,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,13,2018-03-26,2018-04-01,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,14,2018-04-02,2018-04-08,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,15,2018-04-09,2018-04-15,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,16,2018-04-16,2018-04-22,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,17,2018-04-23,2018-04-29,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,18,2018-04-30,2018-05-06,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,19,2018-05-07,2018-05-13,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,20,2018-05-14,2018-05-20,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,21,2018-05-21,2018-05-27,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,22,2018-05-28,2018-06-03,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,23,2018-06-04,2018-06-10,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,24,2018-06-11,2018-06-17,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,25,2018-06-18,2018-06-24,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,26,2018-06-25,2018-07-01,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,27,2018-07-02,2018-07-08,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,28,2018-07-09,2018-07-15,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,29,2018-07-16,2018-07-22,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,30,2018-07-23,2018-07-29,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,31,2018-07-30,2018-08-05,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,32,2018-08-06,2018-08-12,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,33,2018-08-13,2018-08-19,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,34,2018-08-20,2018-08-26,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,35,2018-08-27,2018-09-02,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,36,2018-09-03,2018-09-09,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,37,2018-09-10,2018-09-16,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,38,2018-09-17,2018-09-23,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,39,2018-09-24,2018-09-30,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,40,2018-10-01,2018-10-07,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,41,2018-10-08,2018-10-14,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,42,2018-10-15,2018-10-21,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,43,2018-10-22,2018-10-28,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,44,2018-10-29,2018-11-04,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,45,2018-11-05,2018-11-11,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,46,2018-11-12,2018-11-18,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,47,2018-11-19,2018-11-25,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,48,2018-11-26,2018-12-02,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,49,2018-12-03,2018-12-09,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,50,2018-12-10,2018-12-16,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,51,2018-12-17,2018-12-23,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2018,52,2018-12-24,2018-12-30,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,1,2018-12-31,2019-01-06,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,2,2019-01-07,2019-01-13,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,3,2019-01-14,2019-01-20,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,4,2019-01-21,2019-01-27,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,5,2019-01-28,2019-02-03,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,6,2019-02-04,2019-02-10,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,7,2019-02-11,2019-02-17,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,8,2019-02-18,2019-02-24,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,9,2019-02-25,2019-03-03,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,10,2019-03-04,2019-03-10,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,11,2019-03-11,2019-03-17,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,12,2019-03-18,2019-03-24,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,13,2019-03-25,2019-03-31,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,14,2019-04-01,2019-04-07,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,15,2019-04-08,2019-04-14,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,16,2019-04-15,2019-04-21,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,17,2019-04-22,2019-04-28,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,18,2019-04-29,2019-05-05,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,19,2019-05-06,2019-05-12,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,20,2019-05-13,2019-05-19,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,21,2019-05-20,2019-05-26,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,22,2019-05-27,2019-06-02,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,23,2019-06-03,2019-06-09,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,24,2019-06-10,2019-06-16,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,25,2019-06-17,2019-06-23,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,26,2019-06-24,2019-06-30,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,27,2019-07-01,2019-07-07,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,28,2019-07-08,2019-07-14,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,29,2019-07-15,2019-07-21,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,30,2019-07-22,2019-07-28,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,31,2019-07-29,2019-08-04,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,32,2019-08-05,2019-08-11,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,33,2019-08-12,2019-08-18,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,34,2019-08-19,2019-08-25,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,35,2019-08-26,2019-09-01,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,36,2019-09-02,2019-09-08,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,37,2019-09-09,2019-09-15,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,38,2019-09-16,2019-09-22,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,39,2019-09-23,2019-09-29,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,40,2019-09-30,2019-10-06,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,41,2019-10-07,2019-10-13,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,42,2019-10-14,2019-10-20,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,43,2019-10-21,2019-10-27,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,44,2019-10-28,2019-11-03,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,45,2019-11-04,2019-11-10,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,46,2019-11-11,2019-11-17,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,47,2019-11-18,2019-11-24,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,48,2019-11-25,2019-12-01,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,49,2019-12-02,2019-12-08,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,50,2019-12-09,2019-12-15,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,51,2019-12-16,2019-12-22,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2019,52,2019-12-23,2019-12-29,,,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,1,2019-12-30,2020-01-05,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,2,2020-01-06,2020-01-12,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,3,2020-01-13,2020-01-19,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,4,2020-01-20,2020-01-26,,1,,,,,,,,,,,,1,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,5,2020-01-27,2020-02-02,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,6,2020-02-03,2020-02-09,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,7,2020-02-10,2020-02-16,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,8,2020-02-17,2020-02-23,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,9,2020-02-24,2020-03-01,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,10,2020-03-02,2020-03-08,,3,,1,,,,1,,1,,1,2,1,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,11,2020-03-09,2020-03-15,,9,,3,,,,3,,,,,3,6,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,12,2020-03-16,2020-03-22,,1,,,,,,,,,,,,1,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,13,2020-03-23,2020-03-29,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,14,2020-03-30,2020-04-05,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,15,2020-04-06,2020-04-12,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,16,2020-04-13,2020-04-19,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,17,2020-04-20,2020-04-26,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,18,2020-04-27,2020-05-03,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,19,2020-05-04,2020-05-10,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,20,2020-05-11,2020-05-17,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,21,2020-05-18,2020-05-24,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,22,2020-05-25,2020-05-31,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,23,2020-06-01,2020-06-07,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,24,2020-06-08,2020-06-14,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,25,2020-06-15,2020-06-21,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,26,2020-06-22,2020-06-28,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,27,2020-06-29,2020-07-05,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,28,2020-07-06,2020-07-12,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,29,2020-07-13,2020-07-19,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,30,2020-07-20,2020-07-26,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,31,2020-07-27,2020-08-02,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,32,2020-08-03,2020-08-09,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,33,2020-08-10,2020-08-16,,1,,,,,,,,,,,,1,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,34,2020-08-17,2020-08-23,,1,,,,,,,,,,,,1,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,35,2020-08-24,2020-08-30,,1,,,,,,,,,,,,1,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,36,2020-08-31,2020-09-06,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,37,2020-09-07,2020-09-13,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,38,2020-09-14,2020-09-20,,2,,,,,,,,,,,,2,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,39,2020-09-21,2020-09-27,,1,,,,,,,,,,,,1,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,40,2020-09-28,2020-10-04,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,41,2020-10-05,2020-10-11,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,42,2020-10-12,2020-10-18,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,43,2020-10-19,2020-10-25,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,44,2020-10-26,2020-11-01,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,45,2020-11-02,2020-11-08,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,46,2020-11-09,2020-11-15,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,47,2020-11-16,2020-11-22,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,48,2020-11-23,2020-11-29,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,49,2020-11-30,2020-12-06,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,50,2020-12-07,2020-12-13,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,51,2020-12-14,2020-12-20,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,52,2020-12-21,2020-12-27,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2020,53,2020-12-28,2021-01-03,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2021,1,2021-01-04,2021-01-10,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2021,2,2021-01-11,2021-01-17,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2021,3,2021-01-18,2021-01-24,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2021,4,2021-01-25,2021-01-31,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2021,5,2021-02-01,2021-02-07,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2021,6,2021-02-08,2021-02-14,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2021,7,2021-02-15,2021-02-21,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2021,8,2021-02-22,2021-02-28,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2021,9,2021-03-01,2021-03-07,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2021,10,2021-03-08,2021-03-14,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2021,11,2021-03-15,2021-03-21,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2021,12,2021-03-22,2021-03-28,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2021,13,2021-03-29,2021-04-04,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2021,14,2021-04-05,2021-04-11,,0,,,,,,,,,,,,,No Report
Grenada,Region of the Americas of WHO,Central America and Caribbean,2021,15,2021-04-12,2021-04-18,,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,1,2017-01-02,2017-01-08,5,5,,,3,,,3,,,,,3,2,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,2,2017-01-09,2017-01-15,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,3,2017-01-16,2017-01-22,1,1,,,,,,,,,,,,1,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,4,2017-01-23,2017-01-29,1,1,,,,,,,,,,,,1,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,5,2017-01-30,2017-02-05,1,1,,,1,,,1,,,,,1,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,6,2017-02-06,2017-02-12,2,2,,,,,,,,,,,,2,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,7,2017-02-13,2017-02-19,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,8,2017-02-20,2017-02-26,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,9,2017-02-27,2017-03-05,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,10,2017-03-06,2017-03-12,1,1,,,1,,,1,,,,,1,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,11,2017-03-13,2017-03-19,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,12,2017-03-20,2017-03-26,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,13,2017-03-27,2017-04-02,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,14,2017-04-03,2017-04-09,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,15,2017-04-10,2017-04-16,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,16,2017-04-17,2017-04-23,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,17,2017-04-24,2017-04-30,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,18,2017-05-01,2017-05-07,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,19,2017-05-08,2017-05-14,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,20,2017-05-15,2017-05-21,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,21,2017-05-22,2017-05-28,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,22,2017-05-29,2017-06-04,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,23,2017-06-05,2017-06-11,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,24,2017-06-12,2017-06-18,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,25,2017-06-19,2017-06-25,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,26,2017-06-26,2017-07-02,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,27,2017-07-03,2017-07-09,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,28,2017-07-10,2017-07-16,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,29,2017-07-17,2017-07-23,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,30,2017-07-24,2017-07-30,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,31,2017-07-31,2017-08-06,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,32,2017-08-07,2017-08-13,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,33,2017-08-14,2017-08-20,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,34,2017-08-21,2017-08-27,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,35,2017-08-28,2017-09-03,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,36,2017-09-04,2017-09-10,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,37,2017-09-11,2017-09-17,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,38,2017-09-18,2017-09-24,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,39,2017-09-25,2017-10-01,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,40,2017-10-02,2017-10-08,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,41,2017-10-09,2017-10-15,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,42,2017-10-16,2017-10-22,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,43,2017-10-23,2017-10-29,0,0,,,,,,,,,,,,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,44,2017-10-30,2017-11-05,1,1,,,,,,,,1,,1,1,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,45,2017-11-06,2017-11-12,1,1,,,,,,,,,,,,1,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2017,46,2017-11-13,2017-11-19,2,2,,,,,,,,,,,,2,No Report
